занятный,интересный
занять,овладевать
заняться,предпринимать
заоблачный,возвышенный,идеальный
заодно,вместе
заострять,останавливаться
заочно,отсутствие
западня,козни
запальчиво,гнев
запальчивость,гнев,горячность
запальчивый,сварливый,сердитый
запалять,зажигать
запамятовать,забывать
запанибрата,простой
запас,арсенал,ассортимент,выбор,житница,залежь,клад,наличность,припас,резерв,репертуар,сбережение
запасать,готовить,запасаться
запасаться,вооружаться,гомозить,гоношить,забираться,заводить,запасать,заручиться,копить,набираться,накопить,напасать,обзаводиться,откладывать,припасать,сберегать,скоплять,собирать
запасливый,дальновидный,заботливый
запах,аромат,благовоние,благоухание,букет,вонь,дух,душистость,душок,зловоние,пахучесть,смрад
запевала,зачинщик
запевало,зачинщик,первый
запереться,уединиться
запечатлевать,внушать,обозначать
запечатлеться,помнить
запечье,захолустье
запивать,пить
запирательство,молчание,отрицание
запирать,заключать,закрывать,замуровать,замыкать,затворять,захлопнуть
записать,долг
записка,письмо
записки,книга
записной,настоящий
записывать,писать
заплатить,платить
заплутаться,заблуждаться
запнуться,спотыкаться
заповедать,приказывать
заповедь,приказ
заподозрить,подозревать
запоем,сразу,увлекаться
запоздать,опаздывать
заполнять,наполнять
запоминать,помнить
заправила,правитель
заправлять,править
заправский,настоящий
запрашивать,заламывать,оценивать,цена
запрет,veto,воспрещение,запрещение
запретить,запрещать,нельзя
запрещать,возбранять,воспрещать,заказывать,приказывать,эмбарго
запрещаться,запрещать,нельзя
запрещение,запрет
запропаститься,отсутствовать
запрос,требование
запросить,спрашивать
запросто,простой,церемония
запруда,плотина
запруживать,заграждать
запугать,пугать
запускать,бросать,вонзать
запутанный,неясный
запутаться,блуждать,заблуждаться
запутывать,вмешивать,соблазнять
запылать,усиливаться
запьяневший,пьяный
запятая,остановка,препятствие
запятнать,бесславить
зарабатывать,выручать,добывать,доставать,заслуживать,наживать,приобретать,разживаться
заработок,барыш,выручка,доход,жалованье,корысть,куш,нажива,пожива,приход
заражать,передавать
заражаться,воспринимать
зараз,одновременно,сразу
заразительный,инфекционный,прилипчивый
заразиться,воспринимать,заболевать
заранее,заблаговременно,загодя,накануне,предварительно,прежде,рано,раньше
зарапортоваться,врать
зарваться,ошибаться,попадать
зарез,беда
зарезать,убивать
зарекаться,клясться,обещать
зариться,желать
зарод,куча
зародыш,начало
зарождаться,начинаться
зарок,клятва,обещание
зарубежный,чужой
зарумяниться,краснеть
заручиться,запасаться
зарядить,повторять
засада,козни
засветло,рано
засвечивать,зажигать
засвидетельствовать,подтверждать,свидетельствовать
засеять,овладевать
засидеться,медлить
заскорузлый,старый
заслонить,заграждать
заслуга,достоинство,подвиг,услуга
заслуженный,должный,достодолжный,достойный,надлежащий,подобающий,подходящий,приличествующий,приличный,причитающийся,соответствующий
заслуживать,зарабатывать,сподобляться,стоить,удостаиваться
заслуживающий,достойный
заслушаться,слушать
засмотреться,смотреть
заснуть,спать
заспесивиться,важничать,гордиться
заставить,заграждать
заставка,рисунок
заставлять,вынуждать,насиловать,обязывать,понуждать,приневоливать,принуждать
застарелый,старый
застать,находить,поймать
застенчивость,робость,стыд
застенчивый,стыдливый,трусливый
застигнуть,поймать
застилать,скрывать
застить,заграждать
застой,остановка
застращивание,угроза
застращивать,пугать
застревать,медлить
застрельщик,зачинщик,первый
застрять,вязнуть,медлить,останавливаться
заступать,покровительствовать
заступаться,защищать
заступник,благодетель,защитник,покровитель
заступничество,защита,покровительство
застывать,мерзнуть
застыть,удивляться
засудить,обвинять
засыпать,спать
затаенный,тайный
затапливать,зажигать
затасканный,обыкновенный,портить,старый,худой
затвердить,выучить
затворник,подвижник
затворять,запирать
затевать,замышлять,начинать,предпринимать
затеваться,начинать
затеи,своенравие
затейливый,головоломный,необыкновенный,своенравный,сложный
затейник,забавник
затейщик,забавник,зачинщик,первый
затем,кроме,после
затепливать,зажигать
затериваться,гибнуть
затесаться,проникать
затея,выдумка,предприятие
затихать,успокаиваться
затишье,безмолвие,остановка,тишина
затмить,побеждать,превосходить
затоптать,побеждать
затор,остановка
заторить,повторять
заточать,заключать
затравленный,несчастный
затрагивать,задирать
затрапезничать,есть
затрата,расход
затрещина,удар
затруднение,беда,кризис,мука,обременение,помеха,препятствие,стеснение
затруднять,беспокоить,мешать,обременять
затрудняться,сомневаться
затыкать,заделывать,закладывать,законопачивать,закупоривать,замуровывать
затяжка,медленность
затяжной,долгий
заунывный,одинаковый,печальный
заурядный,обыкновенный,пошлый
заушить,бить,ударять
захват,грабеж
захватить,грабить,занимать,овладевать,поймать
захватывающий,интересный
захворать,заболевать
захлопнуть,запирать
захмелевший,пьяный
заходить,входить
захолонуть,испугаться
захолустье,глушь,запечье,уединение
зацепа,препятствие
зацепка,препятствие
зачастую,часто
зачаток,начало
зачать,беременная
зачваниться,важничать
зачерствелый,старый
зачинить,исправлять
зачинщик,агитатор,виновник,запевало,застрельщик,инициатор,коновод,первый,поджигатель,подстрекатель,подуститель,смутьян
зашамкать,косноязычить
зашибать,пить
зашибаться,пить
защита,заступничество,обеспечение,оборона,ограда,ограждение,оплот,опора,охрана,покров,покровительство,предохранение,прибежище,прикрытие,протекция,сень,столп,твердыня,щит
защитник,адвокат,апологет,заступник,печальник,поборник,покровитель
защищать,беречь,вступаться,заступаться,оберегать,оборонить,ограждать,оправдываться,отражать,отстаивать,охранять,покровительствовать,предохранять,распинаться,ратоборствовать,ратовать,сражаться,стоять,умирать
заявление,объявление
заявлять,извещать,объявлять
заядлый,настоящий,усердный
звание,должность,имя,сословие,чин
звать,вызывать,зазывать,кликать,кричать,манить,называть,подзывать,приглашать,призывать,просить
звезда,знаменитый,славный,судьба
звездочет,астроном
звенеть,звучать
зверский,безжалостный,жестокий
зверства,избиение
зверство,жестокость
зверь,безжалостный,жестокий,животное,злой,чудовище
звон,звук
звонкий,громкий
звонко,громко
звук,аккорд,голос,звон,интонация,тон
звучать,бряцать,греметь,громыхать,грохотать,гудеть,дребезжать,журчать,звенеть,звякать,рокотать,скрипеть,стучать,трещать,хрустеть,шуршать
звучно,громко
звучный,громкий
звякание,звук
звякать,звучать
здание,дом,постройка,пристройка,службы,сооружение,строение
здешний,туземный
здороваться,приветствовать
здоровенный,сильный
здорово,сильно
здоровяк,богатырь
здравица,речь
здравомысленный,здравый
здравомыслящий,благоразумный,здравый
здравствовать,жить
здравствоваться,приветствовать
здравый,благодушный,благорассудительный,здоровый,здравомысленный,здравомыслящий,логичный,нормальный,разумный,трезвый,умный
зев,гортань,рот
зевака,бездельник
зевать,верхоглядничать,глазеть,ротозейничать
зевес,бог
зеленная,лавка
зеленый,молодой
зелень,трава
зело,очень
зелье,лекарство,трава
землевладелец,владелец
земля,берег,грунт,дно,материк,мир,область,почва,страна,суша
земляк,единоплеменник,товарищ
землянка,дом
землячество,братство,общество
земной,тленный
зенит,апогей,высший
зерно,единица,плод,семя
зефир,ветер
зиждитель,виновник
зиждить,строить
зиждиться,опираться
зимовать,жить
зияющий,открытый
злак,трава
злить,сердить
злиться,сердиться
злоба,вражда,гнев
злобиться,сердиться
злобный,враждебный,злой
злобствовать,враждовать
зловещий,тревожный
зловоние,вонь,душок,запах,смрад
злодей,бандит,беззаконник,висельник,головорез,грабитель,громила,законопреступник,злоумышленник,каин,лиходей,мародер,насильник,пират,преступник,разбойник,убийца,флибустьер,хищник
злодеяние,преступление
зложелательствовать,враждовать
злой,бесовка,ведьма,гарпия,едкий,ехидный,желчный,зверь,злобный,злокозненный,злопамятный,злорадный,злоречивый,злостный,злюка,злющий,зляка,змея,колкий,лихой,лютый,мегера,мстительный,обидный,раздражительный,сердитый,фурия,ядовитый,язвительный,ярый
злокачественный,худой
злоключение,беда,неудача
злокозненный,враждебный,злой
злонамеренно,умышленно
злонамеренный,враждебный
злопамятный,злой
злопамятствовать,помнить
злополучие,беда,горе,неудача
злополучный,несчастный
злословие,клевета
злословить,бесславить,бранить,клеветать
злостно,умышленно
злостный,враждебный,злой
злость,гнев
злосчастный,несчастный
злосчастье,неудача
злоумышленник,враг,злодей,преступник
злоумышленный,враждебный
злоумышлять,гадить,интриговать,каверзить,кляузничать,пакостить,подкапываться,покушаться,посягать
злоумышляющий,опасный
злоупотребление,беззаконие,преступление
злоупотреблять,пользоваться
злоухищрение,уловка,хитрость
знайка,знаток
знак,буква,вензель,герб,девиз,доказательство,знамение,значок,клеймо,кокарда,лозунг,мание,мановение,марка,мета,монограмма,намек,отличие,отметка,отпечаток,оттиск,пароль,печать,предвестие,предвестник,предзнаменование,признак,примета,рубец,сигнал,символ,симптом,след,тавро,тамга,цифра,черточка,шифр,шифра,шрам,штемпель,эмблема,этикет,ярлык
знакомить,извещать,учить
знакомиться,дружить
знакомство,знание,опытность
знаменательный,важный,замечательный,отличительный
знамение,знак
знаменитость,знаменитый,славный
знаменитый,бессмертный,великий,видный,достопамятный,достопримечательный,достославный,замечательный,звезда,знаменитость,известность,известный,именитый,незабвенный,памятный,популярный,пресловутый,прославленный,светило,славный
знаменовать,значить
знамя,значок,стяг,флаг,хоругвь,штандарт
знание,ведение,знакомство,искусство,навык,опытность,познание,понимание,разумение,сведение,сноровка,умение
знатный,аристократический,благородный,великосветский,вельможный,именитый,родовитый,сановный
знатуха,знаток
знать,аристократия,бомонд,лучший,свет
знаться,водиться
знахарь,врач
значение,авторитет,важность,вес,достоинство,разум,сила,смысл,ценность
значит,вероятно,следовательно
значительно,гораздо
значительный,большой,важный,веский,порядочный,чувствительный
значить,выражать,знаменовать,значение,обозначать,означать,предвещать
значок,знак,знамя
знающий,искусный,опытный
зноба,холод
знобить,мерзнуть,холод,холодить
зной,погода
знойный,горячий
зов,требование
зодчество,искусство
зоил,критик
золотой,милый,полезный
золотушный,больной
зоркий,бдительный,внимательный,дальновидный
зрелище,игры,лицедейство,представление,спектакль
зрелый,взрослый
зрение,взгляд,чувство
зреть,видеть,глядеть,смотреть
зритель,видок,наблюдатель,очевидец,свидетель,созерцатель
зря,безуспешно,легкомысленно,наобум,напрасно,наудачу,необдуманно
зуб,клык
зубоскалить,смеяться
зуботычина,удар
зубрить,учить
зубы,болезнь
зуд,желание
зыбкий,непрочный
зычно,громко
зычный,громкий
зябнуть,мерзнуть,холод
ибо,причинность
игнорировать,пренебрегать
иго,бремя,владычество,гнет,давление,ярмо
игра,забава,потеха,пьеса,шалость,шутка
играть,забавлять,шалить
игреняя,масть
игривый,беспокойный,веселый,смешной,шутливый
игрушечный,малый
игры,зрелище
игумен,духовенство
идеал,верх,мечта,образец,совершенство,цель
идеализация,хвала
идеализировать,хвалить
идеалист,теоретик
идеальный,бесподобный,возвышенный,высокий,духовный,заоблачный,лучший,надзвездный,недостижимый,образцовый,совершенный
идет,соглашаться
идея,мнение,мысль,понятие
идиот,безумный,дурак
идиотство,глупость
идол,бог,божок,болван,истукан,кумир,статуя,фетиш
идти,двигаться,дождь,направляться,отправляться,приличествовать,продавать,следовать,соглашаться,соответствовать,ходить
иегова,бог
иезуит,хитрец
иерарх,духовенство
иерархия,степень
иерей,духовенство,священник
иеремиада,жалоба
иерусалимлянин,житель
иждивение,питание,содержание
изабеловая,масть
изба,дом
избавление,искупление,освобождение,спасение
избавлять,выгораживать,вызволять,выкабалить,выкручивать,выправлять,выпутывать,выручать,вырывать,высвобождать,освобождать,отпускать,предварять,предотвращать,спасать,устранять
избавляться,вывертываться,выграбаздаться,выкарабкаться,выкручиваться,вылавировать,выпутываться,выскользнуть,выцарапаться,избегнуть,миновать,освободиться,освобождаться,отвертеться,отвязаться,отделаться,сжить
избегать,бегать,вертеться,воздерживаться,изворачиваться,остерегаться,отвиливать,отказываться,открещиваться,отлынивать,отныривать,отплевываться,сторониться,увертываться,увиливать,удаляться,удерживаться,уклоняться,ульнуть,ускальзывать,чуждаться,чураться
избегнуть,избавляться
избиение,битва,бойня,кровопролитие,побиение,побоище,резня
избирать,выбирать
избитый,обыкновенный,пошлый
избрание,выбор
избранник,выборный,креатура,представитель,ставленник
избранный,лучший,надежный
избыток,благодать,богатство,довольство,излишек,изобилие,лихва,лишек,множество,обилие,остаток,перепроизводство,полнота,превышение,преизбыток,разность
избытчиваться,тратить
изваяние,изображение
изведанный,надежный
изведать,испытывать,узнавать,чувствовать
изверг,безжалостный,жестокий,чудовище
извергать,исключать
извериться,верить,сомневаться
известие,весть,декларация,депеша,доклад,донесение,донос,извещение,корреспонденция,новость,объявление,отношение,письмо,повестка,показание,рапорт,слух,сообщение,телеграмма,уведомление,циркуляр,эстафета
известиться,узнавать
известность,знаменитый,славный
известный,ведомый,гласный,данный,дознанный,заведомый,знаменитый,квалифицированный,некий,общеизвестный,общепризнанный,определенный,отъявленный,памятный,популярный,пошлый,признанный,распространенный,славный
извет,донос,клевета
изветник,доносчик
извечный,давнишний,старый
извещать,возвещать,докладывать,доносить,заявлять,знакомить,написать,объявлять,оповещать,поведать,предварять,предостерегать,предуведомлять,предупреждать,рапортовать,рассказывать,сообщать,телеграфировать,телефонировать,уведомлять
извещаться,узнавать
извещение,бюллетень,весть,возвещение,доклад,донесение,известие,обнародование,объявление,оглашение,оповещение,предостережение,предуведомление,предупреждение,сообщение,уведомление
извилина,кривизна
извилистый,кривой
извинение,оправдание,помилование,прощение,раскаяние,сожаление
извинительный,оправдательный,простительный,уважительный
извинить,возражение,отрицание
извинять,миловать,обелять,оправдывать,отпускать,промолчать,прощать,спускать
извиняться,оправдываться,отговариваться
извлекать,брать,выжимать,вынимать,высасывать,вытаскивать,выуживать,доить,заимствовать,использовать,исторгать,почерпать,сдирать,сосать,стричь,утилизировать,эксплуатировать
извлечение,выборка,выдержка,выписка,вытяжка,экстракт
изводить,губить,изгонять,тратить,уничтожать
изволение,согласие
изволить,желать
изволь,соглашаться
извольте,просьба
изворачиваться,вилять,избегать,хитрить
изворот,отговорка,уловка,хитрость
изворотливый,догадливый,хитрый
извращать,искажать,портить
извращенно,навыворот,наоборот
изгадить,грязнить,портить
изгиб,кривизна
изгонять,выбрасывать,выводить,выгонять,выдворять,выживать,выкадить,выкидывать,выкуривать,выпирать,выпроваживать,выселять,высылать,выталкивать,вытеснять,вытуривать,гнать,изводить,исключать,остракизму,прогонять,сживать,спроваживать,ссылать,удалять,упечь
изгородь,забор
изготовление,действие,образование,устройство
изготовлять,выделывать,готовить,делать
издавна,давно
издали,далеко
издевательство,насмешка
издеваться,глумиться,насмехаться
издевка,насмешка
изделие,детище,поделка,препарат,продукт,произведение,работа,создание,творение,фабрикат,шедевр
издерживать,тратить
издержка,расход
издохнуть,умирать
издревле,давно
излагать,говорить,объяснять,описывать,определять
излечивать,вылечивать
излишек,избыток
излишне,напрасно
излишний,бесполезный,лишний
изловить,поймать
изловчившийся,искусный,опытный
изловчиться,ухитряться
изложение,речь,стиль
излучина,кривизна
измаяться,ослабевать
измена,вероломство,неверность,предательство
изменение,перемена
изменник,беглец,веролом,вероотступник,дезертир,дезертир,доносчик,иуда,клятвопреступник,отступник,отщепенец,перебежчик,переметчик,предатель,ренегат
изменнический,вероломный,клятвопреступный,предательский
изможденный,бессильный,слабый
изморозь,погода
измученный,бессильный,слабый
измучить,мучить
измываться,насмехаться
измышление,выдумка
измышлять,врать,выдумывать
изнанка,недостаток,оборот,тыл
изнашивать,портить
изнашиваться,стареть
изнеженный,нежный
изнемогать,ослабевать
изнеможение,бессилие,слабость
изнеможенный,бессильный,слабый
изношенный,портить,худой
изнурение,бессилие,слабость
изнуренный,бессильный,слабый
изнурять,мучить,ослаблять
изнывать,мучиться,страдать,тосковать
изобилие,избыток,много,обилие
изобиловать,полный
изобилующий,богатый,обильный
изобличать,обнаруживать
изображать,обозначать,описывать,определять,писать,показывать,рисовать
изображение,бюст,вид,изваяние,икона,картина,карточка,копия,кумир,лик,образ,описание,отражение,подражание,портрет,представление,проявление,рисунок,силуэт,слепок,снимок,статуя,фигура
изобретательный,догадливый
изобретать,находить,сочинять
изобретение,выдумка,открытие
изолированный,отдельный
изощрившийся,искусный,опытный
изощрять,упражнять
израильтянин,еврей
изредка,иногда,коегде
изречение,апофегма,афоризм,бонмо,гнома,девиз,каламбур,мысль,острота,парадокс,поговорка,пословица,сентенция,слово,суждение,трюизм,формула,эпиграмма
изречь,произносить
изрядно,довольно,несколько
изрядный,большой,довольный,порядочный,удовлетворительный
изувер,безжалостный,жестокий
изуверство,жестокость
изувечивать,искалечивать,калечить,увечить,уродовать
изугливать,жечь
изумительный,удивительный
изумлять,удивлять
изумляться,удивляться
изуродованный,калека
изуродовать,калечить
изучить,выучить
изъездиться,спускаться
изъявлять,говорить,обнаруживать,показывать,утверждать
изъян,недостаток
изъяснение,объяснение
изъяснять,объяснять
изъятие,исключение
изъять,исключать
изыскание,испытание
изысканный,высокопарный,роскошный,тонкий
изящество,красота,роскошь
изящность,красота
изящный,красивый,роскошный,тонкий
икона,боги,изображение,лик,образ
иконописец,художник
икс,неизвестный
или,alias,иначе,либо,разве,сиречь,тож
иллюзия,мечта,надежда,обман,призрак
иллюминовать,освещать
иллюстрация,объяснение,пример,рисунок
иллюстрировать,объяснять,рисовать
илот,раб
имам,духовенство
имение,имущество
именитый,благородный,знаменитый,знатный
именовать,называть
именоваться,называться
иметь,быть,владеть,вмещать,держать,заключать,обладать,пользоваться,совмещать,содержать
иметься,быть
иммигрант,иностранец
император,правитель
империя,государство
импонировать,почтение
импульс,возбуждение,побуждение
имущество,актив,багаж,благосостояние,богатство,движимость,добро,достаток,достояние,имение,инвентарь,капитал,наличность,наследие,наследство,обстановка,отчина,пожитки,рухлядь,сбережение,скарб,собственность,состояние,средства,стяжание,хлам
имя,звание,кличка,название,наименование,отчество,прозвание,прозвище,псевдоним,репутация,слава,термин,титул,фамилия,фирма,эпитет
инакомыслящий,враг
иначе,если,или
инвалид,калека,слабый
инвентарь,имущество,обстановка,список
инда,даже
инде,коегде
индивид,единица,человек
индивидуальность,личный,человек
индивидуальный,личный,отдельный,частный
индивидуум,единица,человек
иней,осадок
инертный,вялый,ленивый
инерция,бездействие,лень,покой
инженю,актер
инициатива,начало
инициатор,виновник,зачинщик,первый
инкогнито,тайный
инкриминировать,обвинять
иногда,бывало,временами,временем,изредка,коекогда,койкогда,периодически,подчас,порой,редко,случалось,спорадически,урывками,часом,эпизодически
иноземец,иностранец
иноземный,иностранный,чужой
иной,другой
иноплеменник,иностранец
иносказание,намек,пример
иносказательно,прямо
иностранец,выходец,иммигрант,иноземец,иноплеменник,колонист,переселенец,приезжий,пришелец,пришлец,чужак,чужестранец,эмигрант
иностранный,внешний,заграничный,заморский,иноземный,чужеземный,чужестранный,чужой,экзотический
иноходец,лошадь
иноходь,аллюр
инсинуация,клевета,намек
инсинуировать,намекать
инспирировать,вдохновлять
инстинктивно,бессознательно,невольно
инстинктивный,невольный
институтка,ученик
инструкция,приказ
инструмент,аппарат,машина,орган,орудие,прибор,приспособление,сбруя,снаряд,снасть
инсургент,бунтовщик,мятежник
интеллигентный,образованный
интенсивность,ясность
интенсивный,напряженный,тесный
интервал,промежуток
интерес,барыш
интересничать,рисоваться
интересный,жгучий,животрепещущий,забавный,занимательный,занятный,курьезный,любопытный,небезынтересный,привлекательный,увлекательный
интересовать,волновать,забавлять,занимать,поглощать
интересоваться,увлекаться
интернат,убежище
интимный,любовный
интонация,звук
интрига,каверзы,кляуза,ковы,козни,подвох,происки
интриговать,злоумышлять
инфекционный,заразительный
инфернальный,адский
инцидент,случай
иные,некоторый
ипотека,залог
ипохондрия,печаль
ипподром,арена,место
ирмос,молитва
иронизировать,насмехаться
ирония,насмешка
иск,требование
искажать,вывертывать,извращать,коверкать,обезображивать,портить,уродовать
искажение,развращение
искаженный,неправильный
искалечить,изувечивать,калечить,увечить
искательный,льстивый
искательство,лесть,просьба,старание
искать,взыскивать,выслеживать,высматривать,доискиваться,донюхиваться,допытываться,исследовать,исшарить,копаться,нюхать,обшарить,отыскивать,перебирать,перерыть,перешарить,подбирать,приискивать,разведывать,разыскивать,рыться,сыскивать,требовать,шарить,щупать
исключать,выбрасывать,выкидывать,выключать,вымарывать,выпускать,вычеркивать,зачеркивать,зачернить,извергать,изгонять,изъять,опускать,отбрасывать,отчислять,перечеркивать,перечернить,похерить,увольнять,херить
исключая,кроме
исключение,вольность,изъятие,льгота,особенность,отступление,привилегия,увольнение,уклонение
исключительно,только
исключительный,беспримерный,необыкновенный,особенный
исковеркать,портить
исколесить,ехать,путешествовать
искомый,желанный
искони,давно
исконный,давнишний,старый,туземец,туземный
ископаемый,старый
искоренять,вырывать,губить,уничтожать
искорка,малость
искра,малость,огонь
искренний,бесхитростный,душевный,задушевный,неподдельный,откровенный,прямодушный,прямой,сердечный,теплый,чистосердечный
искренность,правдивость
искривленный,кривой
искупать,заменять
искупаться,удовлетворяться
искупление,избавление
искуплять,удовлетворять
искус,испытание
искусившийся,искусный,опытный
искуситель,бес,соблазнитель
искусительный,привлекательный
искусник,знаток
искусный,знаток,знающий,изловчившийся,изощрившийся,искусившийся,ловкий,мастер,мастерской,наметавшийся,наторелый,опытный,способный,тонкий,умелый,утонченный,филигранный,хитрый
искусственный,неестественный
искусство,занятие,знание,фокус,художество
искушать,привлекать,соблазнять,уговаривать
искушение,испытание,приманка,соблазн
искушенный,опытный
ислам,вера
испалить,жечь
испаряться,гибнуть,пропадать
испепелять,жечь
испещренный,пестрый
исписать,бить
исповедание,вера
исповедоваться,признаваться
исподволь,постепенно
исподтишка,тайный
исполин,великан
исполинский,большой,громадный
исполнение,действие,устройство
исполненный,полный
исполнитель,деятель
исполнительность,повиновение
исполнительный,аккуратный,послушный,точный
исполнять,выполнять,делать,осуществлять,отправлять,реализировать,слушаться,соблюдать,совершать,справлять,удовлетворять,чинить
исполняться,кончаться,оправдываться,осуществляться,сбываться,свершиться,совершаться,состояться
использовать,извлекать,пользоваться
испортить,портить
испорченный,портить,худой
исправиться,образумливаться
исправление,корректив,обработка,отделка,поправка,починка,преобразование,ремонт,реформа,улучшение
исправлять,ладить,налаживать,настраивать,подновлять,подправлять,подсвежать,подтягивать,поправлять,преобразовывать,регламентировать,регулировать,ремонтировать,реставрировать,реформировать,совершенствовать,улаживать,улучшать,упорядочить,чинить,штопать
исправность,верность,заботливость
исправный,аккуратный,внимательный,заботливый,надежный,послушный,точный
испрашивать,просить
испросить,выпросить
испуг,боязнь
испугать,напугать,перепугать,пугнуть,ужаснуть,устрашить
испугаться,обомлеть,одеревенеть,окаменеть,окостенеть,опешить,оробеть,остолбенеть,оторопеть,оцепенеть,содрогнуться,струсить,убояться,ужаснуться,устрашиться
испытание,анализ,беда,выверка,дознание,допрос,досмотр,изыскание,искус,искушение,исследование,обыск,опрос,опыт,отведывание,поверка,попытка,проба,проверка,просмотр,пытка,разбирательство,разбор,разведка,разложение,разыскание,расследование,рассмотрение,розыск,следствие,смотр,спрос,суд,экзамен,эксперимент
